Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID,Supervisor Districts,Fire Prevention Districts,Current Police Districts,Neighborhoods - Analysis Boundaries,Zip Codes,Neighborhoods (old),Police Districts,Civic Center Harm Reduction Project Boundary,HSOC Zones,Central Market/Tenderloin Boundary Polygon - Updated
192931511,71,19126161,Medical Incident,10/20/2019,10/20/2019,10/20/2019 11:41,10/20/2019 11:43,10/20/2019 11:46,10/20/2019 11:46,10/20/2019 11:56,10/20/2019 12:20,10/20/2019 12:28,Code 2 Transport,10/20/2019 13:09,100 Block of 9TH ST,San Francisco,94103,B02,36,2336,2,2,2,TRUE,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,"(37.775580128565515, -122.41399478004242)",192931511-71,9,8,2,34,28853,34,2,1,1,1
193202101,AM106,19138316,Medical Incident,11/16/2019,11/16/2019,11/16/2019 13:18,11/16/2019 13:19,11/16/2019 13:19,11/16/2019 13:20,11/16/2019 13:35,11/16/2019 13:49,11/16/2019 14:11,Code 2 Transport,11/16/2019 14:41,1100 Block of MISSION ST,San Francisco,94103,B02,1,2318,2,2,2,FALSE,Non Life-threatening,1,PRIVATE,1,2,6,South of Market,"(37.777712440431586, -122.41273670742505)",193202101-AM106,9,8,2,34,28853,34,2,1,1,1
193512589,AM110,19152082,Medical Incident,12/17/2019,12/17/2019,12/17/2019 15:49,12/17/2019 15:53,12/17/2019 15:54,12/17/2019 15:55,12/17/2019 16:19,12/17/2019 16:31,12/17/2019 16:51,Code 2 Transport,12/17/2019 17:22,100 Block of MINNA ST,San Francisco,94105,B03,1,2157,2,2,2,FALSE,Non Life-threatening,1,PRIVATE,1,3,6,Financial District/South Beach,"(37.78733396925173, -122.399663825189)",193512589-AM110,9,12,2,8,28855,6,2,,,
200022960,E43,20000841,Citizen Assist / Service Call,1/2/2020,1/2/2020,1/2/2020 17:21,1/2/2020 17:24,1/2/2020 17:24,1/2/2020 17:26,1/2/2020 17:28,,,Code 2 Transport,1/2/2020 17:42,MISSION ST/GENEVA AV,San Francisco,94112,B09,43,6175,3,3,3,TRUE,Alarm,1,ENGINE,1,9,11,Excelsior,"(37.71645954729607, -122.44101956015619)",200022960-E43,6,9,4,7,28861,5,7,,,
193122975,RS1,19134976,Medical Incident,11/8/2019,11/8/2019,11/8/2019 17:10,11/8/2019 17:12,11/8/2019 17:13,11/8/2019 17:13,11/8/2019 17:17,,,Code 2 Transport,11/8/2019 17:35,800 Block of MARKET ST,San Francisco,94102,B03,1,2209,3,3,3,FALSE,Potentially Life-Threatening,1,RESCUE SQUAD,1,3,3,Tenderloin,"(37.78434553646269, -122.40778514612064)",193122975-RS1,10,14,2,36,28852,36,2,1,,1
200353286,79,20015227,Medical Incident,2/4/2020,2/4/2020,2/4/2020 19:18,2/4/2020 19:19,2/4/2020 19:19,2/4/2020 19:19,2/4/2020 19:24,2/4/2020 19:37,2/4/2020 19:48,Code 2 Transport,2/4/2020 20:17,SUMNER ST/HOWARD ST,San Francisco,94103,B03,1,2314,E,3,3,TRUE,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,"(37.77668983203968, -122.4110144181682)",200353286-79,9,8,2,34,28853,34,2,1,1,1
193632838,AM118,19157240,Medical Incident,12/29/2019,12/29/2019,12/29/2019 20:32,12/29/2019 20:32,12/29/2019 20:33,12/29/2019 20:34,12/29/2019 20:53,12/29/2019 21:05,12/29/2019 21:35,Code 2 Transport,12/29/2019 22:07,24TH AV/SANTIAGO ST,San Francisco,94116,B08,40,7457,B,2,2,FALSE,Non Life-threatening,1,PRIVATE,1,8,4,Sunset/Parkside,"(37.744681184270796, -122.48118121418469)",193632838-AM118,3,1,5,35,29491,35,8,,,
193542038,RS1,19153360,Medical Incident,12/20/2019,12/20/2019,12/20/2019 13:42,12/20/2019 13:47,12/20/2019 13:48,12/20/2019 13:49,,,,Code 2 Transport,12/20/2019 13:50,800 Block of MARKET ST,San Francisco,94103,B03,1,2212,3,3,3,FALSE,Potentially Life-Threatening,1,RESCUE SQUAD,4,3,6,South of Market,"(37.78508117426572, -122.40649776780428)",193542038-RS1,9,12,2,34,28853,34,2,,,
193182658,RC1,19137464,Medical Incident,11/14/2019,11/14/2019,11/14/2019 15:58,11/14/2019 15:58,11/14/2019 15:59,11/14/2019 16:00,,,,Code 2 Transport,11/14/2019 16:31,100 Block of 6TH ST,San Francisco,94103,B03,1,2251,A,3,3,TRUE,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,3,6,South of Market,"(37.780387501355456, -122.40787711735226)",193182658-RC1,9,14,2,34,28853,34,2,1,1,1
192800847,E13,19120297,Structure Fire,10/7/2019,10/7/2019,10/7/2019 8:06,10/7/2019 8:06,10/7/2019 8:07,10/7/2019 8:08,10/7/2019 8:11,,,Fire,10/7/2019 8:11,0 Block of MARKET ST,San Francisco,94105,B03,35,2115,3,3,3,TRUE,Alarm,1,ENGINE,1,3,6,Financial District/South Beach,"(37.79406576658857, -122.39508922477735)",192800847-E13,9,12,2,8,28855,6,2,,,
192761504,QRV2,19118510,Medical Incident,10/3/2019,10/3/2019,10/3/2019 10:50,10/3/2019 10:52,10/3/2019 10:52,10/3/2019 10:53,10/3/2019 10:55,,,No Merit,10/3/2019 11:07,700 Block of EDDY ST,San Francisco,94109,B02,3,3163,3,3,3,TRUE,Potentially Life-Threatening,1,SUPPORT,1,2,6,Tenderloin,"(37.78305200255851, -122.42001027025522)",192761504-QRV2,9,7,6,36,28858,36,9,1,,1
200060846,E02,20002309,Medical Incident,1/6/2020,1/6/2020,1/6/2020 8:44,1/6/2020 8:46,1/6/2020 8:46,1/6/2020 8:47,1/6/2020 8:48,,,Code 2 Transport,1/6/2020 9:06,1400 Block of POWELL ST,San Francisco,94133,B01,2,1353,3,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,1,3,Chinatown,"(37.797887741614645, -122.41042818826423)",200060846-E02,10,3,1,6,308,4,1,,,
192990145,KM03,19128948,Medical Incident,10/26/2019,10/25/2019,10/26/2019 0:42,10/26/2019 0:43,10/26/2019 0:43,10/26/2019 0:45,10/26/2019 0:55,10/26/2019 1:02,10/26/2019 1:15,Code 2 Transport,10/26/2019 1:50,600 Block of BUSH ST,San Francisco,94108,B01,2,1361,3,3,3,FALSE,Potentially Life-Threatening,1,PRIVATE,2,1,3,Nob Hill,"(37.79039942365897, -122.40732698649822)",192990145-KM03,10,5,1,21,28857,21,1,,,
200050615,RC1,20001899,Medical Incident,1/5/2020,1/4/2020,1/5/2020 6:54,1/5/2020 6:54,1/5/2020 6:54,1/5/2020 6:55,,,,Cancelled,1/5/2020 7:01,2ND ST/MISSION ST,San Francisco,94105,B03,35,2145,A,3,3,TRUE,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,3,6,Financial District/South Beach,"(37.788007159488956, -122.39979802516973)",200050615-RC1,9,12,2,8,28855,6,2,,,
193112776,E01,19134524,Medical Incident,11/7/2019,11/7/2019,11/7/2019 15:57,11/7/2019 15:59,11/7/2019 15:59,11/7/2019 16:00,11/7/2019 16:03,,,Code 2 Transport,11/7/2019 16:11,STEVENSON ST/6TH ST,San Francisco,94103,B01,1,2247,E,E,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,3,6,South of Market,"(37.7817543267261, -122.40969326314848)",193112776-E01,9,14,2,34,28853,34,2,1,1,1
193521268,QRV2,19152379,Medical Incident,12/18/2019,12/18/2019,12/18/2019 9:52,12/18/2019 9:55,12/18/2019 9:55,12/18/2019 9:55,12/18/2019 10:00,,,Code 2 Transport,12/18/2019 10:10,100 Block of GOLDEN GATE AVE,San Francisco,94102,B02,3,1546,3,3,3,TRUE,Potentially Life-Threatening,1,SUPPORT,1,2,6,Tenderloin,"(37.78202243717766, -122.4130541482534)",193521268-QRV2,9,7,10,36,28852,36,10,1,1,1
193101596,E36,19133994,Alarms,11/6/2019,11/6/2019,11/6/2019 11:00,11/6/2019 11:02,11/6/2019 11:02,11/6/2019 11:04,,,,Fire,11/6/2019 11:04,100 Block of CAPP ST,San Francisco,94110,B02,7,5236,3,3,3,TRUE,Alarm,1,ENGINE,3,2,9,Mission,"(37.764299340228824, -122.41855143598447)",193101596-E36,7,8,7,20,28859,19,4,,3,
192804101,E13,19120620,Medical Incident,10/7/2019,10/7/2019,10/7/2019 20:41,10/7/2019 20:41,10/7/2019 20:46,10/7/2019 20:48,10/7/2019 20:49,,,Code 2 Transport,10/7/2019 20:58,COLUMBUS AV/JACKSON ST,San Francisco,94111,B01,13,1232,B,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,1,3,Chinatown,"(37.796302097399995, -122.40441216198171)",192804101-E13,10,3,1,6,28860,4,1,,,
193340954,E05,19144100,Alarms,11/30/2019,11/30/2019,11/30/2019 10:23,11/30/2019 10:25,11/30/2019 10:25,11/30/2019 10:26,11/30/2019 10:30,,,Fire,11/30/2019 10:40,1400 Block of GEARY BLVD,San Francisco,94109,B04,38,3323,3,3,3,TRUE,Alarm,1,ENGINE,2,4,5,Japantown,"(37.785312067359236, -122.42636663640985)",193340954-E05,11,13,6,15,28858,13,9,,,
200012806,61,20000357,Medical Incident,1/1/2020,1/1/2020,1/1/2020 15:30,1/1/2020 15:32,1/1/2020 15:32,1/1/2020 15:32,,,,Gone on Arrival,1/1/2020 15:39,3200 Block of 20TH AVE,San Francisco,94132,B08,19,8861,2,2,2,TRUE,Non Life-threatening,1,MEDIC,2,8,7,Lakeshore,"(37.728544474924426, -122.47564682932689)",200012806-61,4,1,5,16,64,14,8,,,
193350296,B06,19144417,Alarms,12/1/2019,11/30/2019,12/1/2019 3:19,12/1/2019 3:20,12/1/2019 3:21,12/1/2019 3:22,12/1/2019 3:26,,,Fire,12/1/2019 3:33,400 Block of HILL ST,San Francisco,94114,B06,11,5461,3,3,3,FALSE,Alarm,1,CHIEF,2,6,8,Noe Valley,"(37.7555441402201, -122.43115116257974)",193350296-B06,5,2,7,22,28862,22,4,,,
192793484,AM116,19120119,Medical Incident,10/6/2019,10/6/2019,10/6/2019 20:07,10/6/2019 20:07,10/6/2019 20:08,10/6/2019 20:08,10/6/2019 20:32,10/6/2019 20:32,10/6/2019 20:43,Code 3 Transport,10/6/2019 21:16,200 Block of GRAFTON AVE,San Francisco,94112,B09,15,8466,3,3,3,FALSE,Potentially Life-Threatening,1,PRIVATE,2,9,11,Oceanview/Merced/Ingleside,"(37.71997959632819, -122.45562576491129)",192793484-AM116,6,9,5,24,28861,24,8,,,
192890963,68,19124373,Traffic Collision,10/16/2019,10/16/2019,10/16/2019 8:53,10/16/2019 8:54,10/16/2019 9:00,10/16/2019 9:00,,,,Code 2 Transport,10/16/2019 9:01,0 Block of FUNSTON AVE,Presidio,94118,B99,51,4612,3,3,3,TRUE,Potentially Life-Threatening,1,MEDIC,6,7,2,Inner Richmond,"(37.78648425795632, -122.47226548986828)",192890963-68,1,11,9,11,54,11,6,,,
193112418,E09,19134486,Medical Incident,11/7/2019,11/7/2019,11/7/2019 14:20,11/7/2019 14:22,11/7/2019 14:23,11/7/2019 14:24,11/7/2019 14:25,,,Code 2 Transport,11/7/2019 14:33,100 Block of BAY SHORE BLVD,San Francisco,94124,B10,9,6375,3,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,10,10,Bayview Hunters Point,"(37.74748113732654, -122.40350728492446)",193112418-E09,8,10,3,1,58,1,3,,,
200372712,85,20016038,Medical Incident,2/6/2020,2/6/2020,2/6/2020 16:19,2/6/2020 16:19,2/6/2020 16:21,2/6/2020 16:22,2/6/2020 16:29,2/6/2020 16:37,2/6/2020 16:45,Code 2 Transport,2/6/2020 17:24,0 Block of UNITED NATIONS PLZ,San Francisco,94102,B02,36,1551,C,2,2,TRUE,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.779944405204645, -122.41431785788087)",200372712-85,9,7,10,36,28852,36,10,1,1,1
200223939,RS1,20009507,Structure Fire,1/22/2020,1/22/2020,1/22/2020 21:29,1/22/2020 21:31,1/22/2020 21:31,1/22/2020 21:33,,,,Fire,1/22/2020 21:41,0 Block of 12TH ST,San Francisco,94103,B02,36,5116,3,3,3,FALSE,Alarm,1,RESCUE SQUAD,9,2,6,Mission,"(37.774094856688166, -122.42000143696421)",200223939-RS1,9,8,2,20,28853,19,2,1,1,1
193612261,E51,19156317,Other,12/27/2019,12/27/2019,12/27/2019 15:42,12/27/2019 15:42,12/27/2019 15:42,12/27/2019 15:44,12/27/2019 15:51,,,Fire,12/27/2019 16:13,CALL BOX: US HWY 101 NB OR SB IN PRESIDIO,San Francisco,94129,B99,51,4632,C,3,3,TRUE,Fire,1,ENGINE,3,7,2,Presidio,"(37.80665819895841, -122.47471662098006)",193612261-E51,1,11,,27,61,30,,,,
200103755,E13,20004291,Medical Incident,1/10/2020,1/10/2020,1/10/2020 21:15,1/10/2020 21:17,1/10/2020 21:19,,,,,Code 2 Transport,1/10/2020 21:21,500 Block of MARKET ST,San Francisco,94104,B03,13,2109,2,2,2,TRUE,Non Life-threatening,1,ENGINE,3,1,3,Financial District/South Beach,"(37.789063611220065, -122.40180312648046)",200103755-E13,10,4,2,8,28854,6,2,,,
193631699,B07,19157109,Structure Fire,12/29/2019,12/29/2019,12/29/2019 14:00,12/29/2019 14:01,12/29/2019 14:02,12/29/2019 14:04,12/29/2019 14:07,,,Fire,12/29/2019 14:11,400 Block of 31ST AVE,San Francisco,94121,B07,14,7237,3,3,3,FALSE,Alarm,1,CHIEF,4,7,1,Outer Richmond,"(37.78076369833997, -122.49116384805883)",193631699-B07,2,11,9,29,55,26,6,,,
200120541,76,20004831,Medical Incident,1/12/2020,1/11/2020,1/12/2020 6:01,1/12/2020 6:01,1/12/2020 6:02,1/12/2020 6:02,1/12/2020 6:17,1/12/2020 6:47,1/12/2020 7:05,Code 2 Transport,1/12/2020 7:57,3100 Block of VICENTE ST,San Francisco,94116,B08,18,7637,A,3,3,TRUE,Non Life-threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.738160719003794, -122.50059589514477)",200120541-76,3,1,5,35,29491,35,8,,,
193520314,B03,19152290,Structure Fire,12/18/2019,12/17/2019,12/18/2019 4:14,12/18/2019 4:15,12/18/2019 4:15,12/18/2019 4:18,12/18/2019 4:19,,,Fire,12/18/2019 4:32,1100 Block of 4TH ST,San Francisco,94158,B03,4,2226,3,3,3,FALSE,Alarm,1,CHIEF,4,3,6,Mission Bay,"(37.77314480117134, -122.391472934142)",193520314-B03,9,14,3,4,310,20,3,,,
193103314,94,19134141,Medical Incident,11/6/2019,11/6/2019,11/6/2019 17:31,11/6/2019 17:32,11/6/2019 17:32,11/6/2019 17:32,11/6/2019 17:34,11/6/2019 17:58,11/6/2019 18:25,Code 2 Transport,11/6/2019 18:53,1600 Block of OWENS ST,San Francisco,94158,B03,4,2265,3,3,3,TRUE,Potentially Life-Threatening,1,MEDIC,1,3,6,Mission Bay,"(37.76799244718762, -122.39439150739499)",193103314-94,9,14,3,4,310,20,3,,,
192772296,KM08,19119041,Medical Incident,10/4/2019,10/4/2019,10/4/2019 14:31,10/4/2019 14:32,10/4/2019 14:33,10/4/2019 14:36,10/4/2019 14:47,10/4/2019 15:11,10/4/2019 15:15,Code 2 Transport,10/4/2019 16:03,900 Block of JACKSON ST,San Francisco,94133,B01,2,1354,3,3,3,FALSE,Non Life-threatening,1,PRIVATE,3,1,3,Chinatown,"(37.79559615136363, -122.41050106502033)",192772296-KM08,10,3,1,6,308,4,1,,,
193444012,58,19149058,Medical Incident,12/10/2019,12/10/2019,12/10/2019 22:07,12/10/2019 22:08,12/10/2019 22:08,12/10/2019 22:09,12/10/2019 22:17,12/10/2019 22:29,12/10/2019 22:39,Code 2 Transport,12/10/2019 23:07,100 Block of COLUMBUS AVE,San Francisco,94133,B01,13,1246,3,3,3,TRUE,Potentially Life-Threatening,1,MEDIC,2,1,3,Chinatown,"(37.79664695731839, -122.40480475834916)",193444012-58,10,3,1,6,308,4,1,,,
193643401,E16,19157698,Alarms,12/30/2019,12/30/2019,12/30/2019 20:30,12/30/2019 20:31,12/30/2019 20:32,12/30/2019 20:33,12/30/2019 20:36,,,Fire,12/30/2019 20:46,2600 Block of FRANKLIN ST,San Francisco,94123,B04,16,3233,3,3,3,TRUE,Alarm,1,ENGINE,1,4,2,Marina,"(37.79880092118917, -122.42578786980674)",193643401-E16,1,13,6,13,57,17,9,,,
200172412,E26,20007159,Medical Incident,1/17/2020,1/17/2020,1/17/2020 15:45,1/17/2020 15:48,1/17/2020 15:48,1/17/2020 15:49,1/17/2020 15:53,,,Code 3 Transport,1/17/2020 16:07,200 Block of MANGELS AV,San Francisco,94131,B09,26,8216,3,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,9,7,West of Twin Peaks,"(37.73303790229833, -122.44316097148223)",200172412-E26,4,9,4,41,63,40,7,,,
193282350,QRV2,19141808,Medical Incident,11/24/2019,11/24/2019,11/24/2019 16:15,11/24/2019 16:15,11/24/2019 16:15,,,,,Against Medical Advice,11/24/2019 16:16,GEARY ST/POWELL ST,San Francisco,94102,B01,2,1323,A,3,3,FALSE,Potentially Life-Threatening,1,SUPPORT,4,1,3,Financial District/South Beach,"(37.78735926195057, -122.4082267270637)",193282350-QRV2,10,5,1,8,28852,6,1,,,
193321324,65,19143375,Medical Incident,11/28/2019,11/28/2019,11/28/2019 12:46,11/28/2019 12:48,11/28/2019 12:48,11/28/2019 12:48,11/28/2019 12:56,11/28/2019 13:02,11/28/2019 13:06,Code 2 Transport,11/28/2019 13:38,700 Block of MISSION ST,San Francisco,94103,B03,1,2178,3,3,3,TRUE,Potentially Life-Threatening,1,MEDIC,2,3,6,Financial District/South Beach,"(37.785285764344145, -122.40304829752147)",193321324-65,9,12,2,8,28853,6,2,,,
193462411,T07,19149891,Alarms,12/12/2019,12/12/2019,12/12/2019 14:51,12/12/2019 14:53,12/12/2019 14:53,12/12/2019 14:53,,,,Fire,12/12/2019 14:55,600 Block of VALENCIA ST,San Francisco,94110,B02,7,5247,3,3,3,FALSE,Alarm,1,TRUCK,3,2,8,Mission,"(37.76213570660039, -122.42168942688734)",193462411-T07,5,8,7,20,28859,19,4,,3,
200270750,T02,20011406,Elevator / Escalator Rescue,1/27/2020,1/27/2020,1/27/2020 8:29,1/27/2020 8:31,1/27/2020 8:31,1/27/2020 8:33,1/27/2020 8:37,,,Fire,1/27/2020 8:44,600 Block of BUSH ST,San Francisco,94108,B01,2,1361,3,3,3,TRUE,Alarm,1,TRUCK,1,1,3,Nob Hill,"(37.79026526175803, -122.4083891465028)",200270750-T02,10,5,1,21,28857,21,1,,,
193632825,AM116,19157236,Medical Incident,12/29/2019,12/29/2019,12/29/2019 20:26,12/29/2019 20:26,12/29/2019 20:27,12/29/2019 20:30,12/29/2019 20:33,12/29/2019 20:42,12/29/2019 21:05,Code 2 Transport,12/29/2019 21:43,200 Block of HYDE ST,San Francisco,94102,B02,3,1554,A,3,3,FALSE,Potentially Life-Threatening,1,PRIVATE,1,2,6,Tenderloin,"(37.78305906182124, -122.41571987823016)",193632825-AM116,9,7,10,36,28852,36,10,1,,1
193403266,64,19147018,Medical Incident,12/6/2019,12/6/2019,12/6/2019 18:23,12/6/2019 18:24,12/6/2019 18:24,12/6/2019 18:24,12/6/2019 18:26,,,Patient Declined Transport,12/6/2019 18:58,3100 Block of 16TH ST,San Francisco,94110,B02,6,5235,3,3,3,TRUE,Potentially Life-Threatening,1,MEDIC,1,2,8,Mission,"(37.76475860868613, -122.42360230172216)",193403266-64,5,8,7,20,28859,19,4,,,
200393235,50,20016915,Medical Incident,2/8/2020,2/8/2020,2/8/2020 19:31,2/8/2020 19:31,2/8/2020 19:32,2/8/2020 19:34,2/8/2020 19:39,2/8/2020 19:54,2/8/2020 20:02,Code 2 Transport,2/8/2020 20:47,0 Block of CYRIL MAGNIN ST,San Francisco,94102,B03,1,1364,B,3,3,TRUE,Potentially Life-Threatening,1,MEDIC,2,3,3,Tenderloin,"(37.784912471413506, -122.40864858896549)",200393235-50,10,14,10,36,28852,36,10,,,1
193551374,E11,19153787,Other,12/21/2019,12/21/2019,12/21/2019 11:02,12/21/2019 11:05,12/21/2019 11:05,12/21/2019 11:07,12/21/2019 11:09,,,Fire,12/21/2019 11:19,200 Block of SAN JOSE AVE,San Francisco,94110,B06,11,5524,3,3,3,TRUE,Alarm,1,ENGINE,3,6,8,Mission,"(37.75124396447094, -122.42158533430495)",193551374-E11,5,2,7,20,28859,19,4,,,
192824136,E13,19121538,Medical Incident,10/9/2019,10/9/2019,10/9/2019 20:12,10/9/2019 20:14,10/9/2019 20:15,10/9/2019 20:16,10/9/2019 20:19,,,Code 2 Transport,10/9/2019 20:28,MARKET ST/BATTERY ST,San Francisco,94104,B01,13,1163,3,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,1,3,Financial District/South Beach,"(37.79080537593883, -122.39950451064482)",192824136-E13,10,4,2,8,28854,6,2,,,
193553266,75,19154001,Traffic Collision,12/21/2019,12/21/2019,12/21/2019 20:27,12/21/2019 20:29,12/21/2019 20:30,12/21/2019 20:30,,,,Cancelled,12/21/2019 20:35,0 Block of 4TH ST,San Francisco,94103,B03,1,2216,2,3,3,TRUE,Non Life-threatening,1,MEDIC,2,3,6,South of Market,"(37.78465516071369, -122.40458049791256)",193553266-75,9,12,2,34,28853,34,2,,,
192932674,QRV1,19126276,Medical Incident,10/20/2019,10/20/2019,10/20/2019 17:02,10/20/2019 17:05,10/20/2019 17:05,10/20/2019 17:06,10/20/2019 17:07,,,Code 2 Transport,10/20/2019 17:27,200 Block of EDDY ST,San Francisco,94102,B03,3,1453,3,3,3,TRUE,Potentially Life-Threatening,1,SUPPORT,1,3,6,Tenderloin,"(37.784091036175454, -122.41178436945478)",192932674-QRV1,9,14,10,36,28852,36,10,1,,1
200063913,E29,20002642,Traffic Collision,1/6/2020,1/6/2020,1/6/2020 21:50,1/6/2020 21:50,1/6/2020 21:50,1/6/2020 21:51,1/6/2020 21:53,,,Code 2 Transport,1/6/2020 22:02,16TH ST/HARRISON ST,San Francisco,94110,B02,29,5241,A,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,1,2,9,Mission,"(37.76544761027124, -122.41310524495427)",200063913-E29,7,8,7,20,28859,19,4,,3,
193022509,E01,19130582,Medical Incident,10/29/2019,10/29/2019,10/29/2019 14:43,10/29/2019 14:45,10/29/2019 14:51,10/29/2019 14:52,10/29/2019 14:55,,,Code 2 Transport,10/29/2019 15:01,400 Block of GEARY ST,San Francisco,94102,B01,3,1411,2,2,2,TRUE,Potentially Life-Threatening,1,ENGINE,1,1,3,Tenderloin,"(37.78699019748619, -122.41068391010717)",193022509-E01,10,5,1,36,28852,36,1,,,1
200141588,KM04,20005797,Medical Incident,1/14/2020,1/14/2020,1/14/2020 10:59,1/14/2020 11:00,1/14/2020 11:00,1/14/2020 11:01,1/14/2020 11:05,,,Patient Declined Transport,1/14/2020 11:42,HAIGHT ST/MASONIC AV,San Francisco,94117,B05,21,4466,3,3,3,FALSE,Potentially Life-Threatening,1,PRIVATE,1,5,5,Haight Ashbury,"(37.77021017492032, -122.44534498917825)",200141588-KM04,11,15,8,3,29492,9,5,,,
192922705,E03,19125859,Outside Fire,10/19/2019,10/19/2019,10/19/2019 17:01,10/19/2019 17:02,10/19/2019 17:05,10/19/2019 17:05,,,,Fire,10/19/2019 17:05,500 Block of LEAVENWORTH ST,San Francisco,94109,B04,3,1544,3,3,3,TRUE,Fire,1,ENGINE,2,4,6,Tenderloin,"(37.78604244796681, -122.41478026415531)",192922705-E03,9,13,10,36,28858,36,10,,,1
193561082,60,19154216,Traffic Collision,12/22/2019,12/22/2019,12/22/2019 10:25,12/22/2019 10:28,12/22/2019 10:28,12/22/2019 10:29,,,,Cancelled,12/22/2019 10:32,280-NB GENEVA AV,San Francisco,94112,B09,15,8313,2,3,3,TRUE,Non Life-threatening,1,MEDIC,2,9,11,Oceanview/Merced/Ingleside,"(37.7214861537917, -122.44890105591445)",193561082-60,6,9,5,24,28861,24,8,,,
200330833,E02,20014073,Medical Incident,2/2/2020,2/2/2020,2/2/2020 8:39,2/2/2020 8:40,2/2/2020 8:41,2/2/2020 8:42,2/2/2020 8:46,,,Code 2 Transport,2/2/2020 9:01,1500 Block of LEAVENWORTH ST,San Francisco,94109,B01,41,1535,2,2,2,TRUE,Potentially Life-Threatening,1,ENGINE,1,1,3,Nob Hill,"(37.795232345811534, -122.41649440318966)",200330833-E02,10,5,1,21,28858,21,1,,,
192863438,68,19123428,Traffic Collision,10/13/2019,10/13/2019,10/13/2019 19:57,10/13/2019 19:57,10/13/2019 20:08,10/13/2019 20:09,10/13/2019 20:14,10/13/2019 20:23,10/13/2019 20:26,Code 2 Transport,10/13/2019 21:22,DIVISADERO ST/HAYES ST,San Francisco,94117,B05,21,4145,3,3,3,TRUE,Potentially Life-Threatening,1,MEDIC,9,5,5,Hayes Valley,"(37.77499194700071, -122.4377987459643)",192863438-68,11,15,8,9,29492,10,5,,,
200190952,E38,20007894,Medical Incident,1/19/2020,1/19/2020,1/19/2020 9:16,1/19/2020 9:18,1/19/2020 9:18,1/19/2020 9:19,1/19/2020 9:44,,,Code 2 Transport,1/19/2020 10:01,1500 Block of VAN NESS AVE,San Francisco,94109,B04,38,3155,2,2,2,TRUE,Non Life-threatening,1,ENGINE,2,4,3,Nob Hill,"(37.789910276099825, -122.42206076261321)",200190952-E38,10,13,6,21,28858,21,9,,,
192961039,E44,19127516,Medical Incident,10/23/2019,10/23/2019,10/23/2019 9:00,10/23/2019 9:02,10/23/2019 9:03,10/23/2019 9:03,10/23/2019 9:06,,,Code 3 Transport,10/23/2019 9:16,400 Block of HAMILTON ST,San Francisco,94134,B10,42,6335,3,3,3,FALSE,Potentially Life-Threatening,1,ENGINE,2,9,9,Portola,"(37.72546673270061, -122.40934280252833)",192961039-E44,7,9,3,25,309,28,3,,,
193412004,E22,19147401,Alarms,12/7/2019,12/7/2019,12/7/2019 13:45,12/7/2019 13:47,12/7/2019 13:47,12/7/2019 13:47,12/7/2019 13:48,,,Fire,12/7/2019 14:12,1500 Block of 19TH AVE,San Francisco,94122,B08,22,7423,3,3,3,TRUE,Alarm,1,ENGINE,1,8,4,Sunset/Parkside,"(37.758895634404524, -122.47689232660082)",193412004-E22,3,1,5,35,56,35,8,,,
200213123,E33,20009018,Traffic Collision,1/21/2020,1/21/2020,1/21/2020 17:49,1/21/2020 17:49,1/21/2020 17:50,1/21/2020 17:50,,,,Code 2 Transport,1/21/2020 18:10,OCEAN AV/LEE AV,San Francisco,94112,B09,15,8224,A,3,3,TRUE,Potentially Life-Threatening,1,ENGINE,2,9,7,West of Twin Peaks,"(37.723457007032756, -122.45411575196496)",200213123-E33,4,9,5,41,28861,40,8,,,
193373851,E02,19145621,Vehicle Fire,12/3/2019,12/3/2019,12/3/2019 21:07,12/3/2019 21:07,12/3/2019 21:07,12/3/2019 21:08,12/3/2019 21:08,,,Fire,12/3/2019 21:36,1400 Block of POWELL ST,San Francisco,94133,B01,2,1353,3,3,3,FALSE,Fire,1,ENGINE,2,1,3,Chinatown,"(37.79790514685469, -122.41029149674101)",193373851-E02,10,3,1,6,308,4,1,,,
